12	101384
1212	166260
121212	281840
12121212	486816
1212121212	848224
1212121223	59369344
12121223	34347616
1212122312	56059808
1212122313	35372704
1212122323	57035168
121223	20143768
12122312	32230496
1212231212	56140512
1212231213	33650144
1212231223	49598368
12122313	20449216
1212231312	33006912
1212231313	34907648
1212231323	33022720
12122323	33535552
1212232312	50557920
1212232313	34203712
1212232323	57275072
1223	12152548
122312	18715664
12231212	32297360
1223121212	56347200
1223121213	33090688
1223121223	46714080
12231213	19311456
1223121312	32234976
1223121313	33045024
1223121323	30257824
12231223	28831584
1223122312	46541184
1223122313	30989472
1223122323	49603328
122313	12006440
12231312	18838864
1223131212	33100672
1223131213	30356960
1223131223	29403808
12231313	20517808
1223131312	30833408
1223131313	35706144
1223131323	31424544
12231323	19350400
1223132312	29602528
1223132313	31135424
1223132323	33803200
122323	20168456
12232312	29243136
1223231212	50560512
1223231213	31275456
1223231223	46664288
12232313	20059328
1223231312	30745280
1223231313	34272288
1223231323	33120480
12232323	34553712
1223232312	47544064
1223232313	34232256
1223232323	59895200
