12	80040
1212	134648
121212	233208
12121212	408784
1212121212	724384
1212121223	52333536
12121223	29608016
1212122312	50030976
1212122313	33729920
1212122323	50648224
121223	16974160
12122312	28160784
1212231212	50144576
1212231213	32356448
1212231223	45340512
12122313	19039568
1212231312	31812288
1212231313	33376160
1212231323	31899136
12122323	29008816
1212232312	46034336
1212232313	32848512
1212232323	50882368
1223	9972992
122312	16066368
12231212	28280176
1223121212	50409120
1223121213	32064352
1223121223	43284384
12231213	18229616
1223121312	31358368
1223121313	31997696
1223121323	29696192
12231223	25850944
1223122312	43235520
1223122313	30338080
1223122323	45500928
122313	10962616
12231312	17830544
1223131212	32013696
1223131213	29781824
1223131223	28940768
12231313	19183936
1223131312	30164768
1223131313	34146112
1223131323	30703520
12231323	18288800
1223132312	29117408
1223132313	30493216
1223132323	32632032
122323	17035096
12232312	26106336
1223231212	46178432
1223231213	30534816
1223231223	43263808
12232313	18845664
1223231312	30071040
1223231313	33001376
1223231323	32128384
12232323	29836144
1223232312	43873696
1223232313	33001696
1223232323	52722496
