12	69368
1212	117256
121212	203176
12121212	356256
1212121212	629824
1212121223	42009632
12121223	23984640
1212122312	39964672
1212122313	25130816
1212122323	40587136
121223	13849512
12122312	22662960
1212231212	39953920
1212231213	23982656
1212231223	35962240
12122313	14365712
1212231312	23511232
1212231313	24798304
1212231323	23580864
12122323	23462464
1212232312	36626272
1212232313	24427040
1212232323	40649344
1223	8161244
122312	12990160
12231212	22676384
1223121212	39981984
1223121213	23666016
1223121223	34192960
12231213	13640400
1223121312	23041120
1223121313	23582304
1223121323	21757952
12231223	20615360
1223122312	34023968
1223122313	22269536
1223122323	35956352
122313	8333136
12231312	13304384
1223131212	23541856
1223131213	21787520
1223131223	21147648
12231313	14384816
1223131312	22120736
1223131313	25242304
1223131323	22569216
12231323	13645856
1223132312	21249760
1223132313	22332128
1223132323	24054272
122323	13838832
12232312	20920112
1223231212	36602080
1223231213	22502240
1223231223	34162432
12232313	14157728
1223231312	22083872
1223231313	24457792
1223231323	23675488
12232323	23990240
1223232312	34644160
1223232313	24408704
1223232323	42118656
