12	85376
1212	139564
121212	236528
12121212	406768
1212121212	706272
1212121223	44447392
12121223	25848384
1212122312	41872736
1212122313	26919968
1212122323	42766080
121223	15224096
12122312	24144656
1212231212	41842688
1212231213	25618176
1212231223	37028768
12122313	15588752
1212231312	25118688
1212231313	26676032
1212231323	25174624
12122323	25125584
1212232312	37585120
1212232313	26020672
1212232323	42869024
1223	9237688
122312	14139552
12231212	24202720
1223121212	41993056
1223121213	25181216
1223121223	34780032
12231213	14743904
1223121312	24541120
1223121313	25278720
1223121323	23086816
12231223	21603712
1223122312	34604896
1223122313	23599328
1223122323	37042464
122313	9213328
12231312	14400640
1223131212	25274016
1223131213	23203392
1223131223	22482400
12231313	15686960
1223131312	23523712
1223131313	27305024
1223131323	23960256
12231323	14780640
1223132312	22581792
1223132313	23736320
1223132323	25819584
122323	15224616
12232312	21882336
1223231212	37606400
1223231213	23833632
1223231223	34768544
12232313	15302928
1223231312	23419104
1223231313	26157600
1223231323	25195648
12232323	25905072
1223232312	35310368
1223232313	25964608
1223232323	44672928
