12	37352
1212	60376
121212	99808
12121212	165648
1212121212	275616
1212121223	17368608
12121223	10427008
1212122312	16519680
1212122313	10626688
1212122323	16697184
121223	6273608
12122312	9842128
1212231212	16390080
1212231213	10150752
1212231223	14828672
12122313	6287280
1212231312	9948128
1212231313	10361376
1212231323	9948672
12122323	10129664
1212232312	15057600
1212232313	10266912
1212232323	16602016
1223	3848828
122312	5888992
12231212	9781296
1223121212	16244000
1223121213	9933120
1223121223	14028000
12231213	5982192
1223121312	9689536
1223121313	9838336
1223121323	9227744
12231223	8935600
1223122312	13945120
1223122313	9421216
1223122323	14655936
122313	3746560
12231312	5834752
1223131212	9781952
1223131213	9186016
1223131223	8970304
12231313	6221776
1223131312	9277280
1223131313	10324032
1223131323	9410688
12231323	5960128
1223132312	8979200
1223132313	9323712
1223132323	9920576
122323	6263184
12232312	9049920
1223231212	14887616
1223231213	9512224
1223231223	14027296
12232313	6170704
1223231312	9325408
1223231313	10098112
1223231323	9879360
12232323	10349936
1223232312	14155136
1223232313	10140384
1223232323	17035584
