12	53360
1212	88128
121212	149848
12121212	256224
1212121212	440352
1212121223	28880160
12121223	16869952
1212122312	27323584
1212122313	17108608
1212122323	27696160
121223	9910928
12122312	15888976
1212231212	27190176
1212231213	16344512
1212231223	24538144
12122313	9979744
1212231312	15978208
1212231313	16804832
1212231323	16049472
12122323	16361136
1212232312	24788352
1212232313	16551552
1212232323	27636416
1223	5952024
122312	9315624
12231212	15846736
1223121212	27170720
1223121213	16074048
1223121223	23127968
12231213	9519200
1223121312	15689312
1223121313	16026304
1223121323	14827552
12231223	14478320
1223122312	23138112
1223122313	15187808
1223122323	24434560
122313	5899136
12231312	9266080
1223131212	15972320
1223131213	14861728
1223131223	14404736
12231313	9980624
1223131312	14984416
1223131313	17106304
1223131323	15297088
12231323	9527328
1223132312	14462720
1223132313	15233152
1223132323	16332064
122323	9886480
12232312	14565936
1223231212	24705152
1223231213	15258496
1223231223	23149568
12232313	9836608
1223231312	14955296
1223231313	16531200
1223231323	16091104
12232323	16793152
1223232312	23387520
1223232313	16541312
1223232323	28602400
