12	37352
1212	61064
121212	101584
12121212	172368
1212121212	291904
1212121223	19397664
12121223	11503728
1212122312	18501984
1212122313	12231264
1212122323	18848544
121223	6855104
12122312	10937216
1212231212	18432160
1212231213	11725600
1212231223	16884384
12122313	7253120
1212231312	11499040
1212231313	12091200
1212231323	11572832
12122323	11331408
1212232312	17094112
1212232313	11916704
1212232323	18744512
1223	4210760
122312	6486912
12231212	10945936
1223121212	18497888
1223121213	11663424
1223121223	16182336
12231213	6935168
1223121312	11387168
1223121313	11672096
1223121323	10865408
12231223	10052848
1223122312	16132640
1223122313	11101792
1223122323	16961888
122313	4327880
12231312	6780608
1223131212	11603968
1223131213	10881664
1223131223	10586048
12231313	7279808
1223131312	11010560
1223131313	12306432
1223131323	11182368
12231323	6932960
1223132312	10642240
1223132313	11107136
1223132323	11810240
122323	6863064
12232312	10141408
1223231212	17177472
1223231213	11176384
1223231223	16180448
12232313	7138624
1223231312	10993088
1223231313	12004512
1223231323	11647456
12232323	11463424
1223232312	16380192
1223232313	11966336
1223232323	19335552
