12	69368
1212	115768
121212	197904
12121212	341312
1212121212	593120
1212121223	44115840
12121223	25297760
1212122312	41727104
1212122313	28721568
1212122323	42619968
121223	14657456
12122312	23815536
1212231212	41510688
1212231213	27294944
1212231223	37542560
12122313	16351648
1212231312	26736576
1212231313	28096032
1212231323	26818688
12122323	24675920
1212232312	38104768
1212232313	27722432
1212232323	42383904
1223	8678024
122312	13746240
12231212	23736912
1223121212	41388128
1223121213	26797312
1223121223	35584352
12231213	15515232
1223121312	26053280
1223121313	26695200
1223121323	24815552
12231223	21672048
1223122312	35348352
1223122313	25397280
1223122323	37404192
122313	9468600
12231312	15144768
1223131212	26563264
1223131213	24747968
1223131223	24129408
12231313	16252064
1223131312	25072896
1223131313	28252992
1223131323	25464640
12231323	15495456
1223132312	24242912
1223132313	25242880
1223132323	27026496
122323	14652760
12232312	21982112
1223231212	38071232
1223231213	25668512
1223231223	35592448
12232313	16053440
1223231312	25187488
1223231313	27565184
1223231323	26705504
12232323	25158912
1223232312	36126624
1223232313	27570400
1223232323	43566496
