12	53360
1212	86468
121212	144808
12121212	245584
1212121212	419040
1212121223	24105152
12121223	14245584
1212122312	22556384
1212122313	12768160
1212122323	23002560
121223	8524936
12122312	13296320
1212231212	22537888
1212231213	12087680
1212231223	19839680
12122313	7564288
1212231312	11770784
1212231313	12520448
1212231323	11820608
12122323	13780112
1212232312	20032256
1212232313	12249696
1212232323	23041952
1223	5265812
122312	7924240
12231212	13321088
1223121212	22689440
1223121213	11877440
1223121223	18605376
12231213	7142016
1223121312	11532224
1223121313	11845120
1223121323	10786688
12231223	11856384
1223122312	18523424
1223122313	11082784
1223122323	19906496
122313	4576904
12231312	6936512
1223131212	11806528
1223131213	10798400
1223131223	10426240
12231313	7573792
1223131312	10903104
1223131313	12839936
1223131323	11174592
12231323	7149728
1223132312	10458016
1223132313	11100992
1223132323	12128864
122323	8535560
12232312	11977744
1223231212	20127712
1223231213	11164512
1223231223	18609056
12232313	7423776
1223231312	10900640
1223231313	12289280
1223231323	11885472
12232323	14284160
1223232312	18784160
1223232313	12277056
1223232323	24194752
