12	133400
1212	225844
121212	396368
12121212	706128
1212121212	1270688
1212121223	91750432
12121223	51185088
1212122312	87573152
1212122313	58782880
1212122323	88442816
121223	28922008
12122312	48587440
1212231212	87547648
1212231213	56415040
1212231223	79147040
12122313	32691040
1212231312	55351072
1212231313	58005696
1212231323	55436128
12122323	49838128
1212232312	80172864
1212232313	57102048
1212232323	88463680
1223	16829632
122312	27290688
12231212	48581232
1223121212	87712736
1223121213	55761632
1223121223	75498208
12231213	31251808
1223121312	54432992
1223121313	55556512
1223121323	51692064
12231223	44348944
1223122312	75175616
1223122313	52777120
1223122323	79224704
122313	18558272
12231312	30563232
1223131212	55555488
1223131213	51776992
1223131223	50423456
12231313	32784272
1223131312	52326656
1223131313	59195776
1223131323	53344256
12231323	31304752
1223132312	50582720
1223132313	52943200
1223132323	56705760
122323	28966072
12232312	44864992
1223231212	80321856
1223231213	53203264
1223231223	75559648
12232313	32312848
1223231312	52272672
1223231313	57353440
1223231323	55879744
12232323	51246496
1223232312	76308320
1223232313	57357600
1223232323	92114080
