12	106720
1212	177860
121212	306080
12121212	533600
1212121212	937056
1212121223	62062688
12121223	35568064
1212122312	58497600
1212122313	37291200
1212122323	59193312
121223	20607264
12122312	33315424
1212231212	58236128
1212231213	35330880
1212231223	51567840
12122313	21295312
1212231312	34660256
1212231313	36310688
1212231323	34489856
12122323	34407216
1212232312	52583520
1212232313	35736896
1212232323	59027104
1223	12279364
122312	19165568
12231212	33205936
1223121212	58075136
1223121213	34519424
1223121223	48570752
12231213	20097392
1223121312	33634144
1223121313	34296896
1223121323	31709344
12231223	29777216
1223122312	48346048
1223122313	32442912
1223122323	51308800
122313	12377656
12231312	19613360
1223131212	34406528
1223131213	31633728
1223131223	30812064
12231313	21143536
1223131312	32153248
1223131313	36751552
1223131323	32655904
12231323	20039552
1223132312	30978112
1223132313	32291584
1223132323	34972768
122323	20544960
12232312	30260304
1223231212	52383104
1223231213	32818976
1223231223	48585568
12232313	20803008
1223231312	32241408
1223231313	35474624
1223231323	34443424
12232323	35366624
1223232312	49413984
1223232313	35563008
1223232323	61532128
